,index,ID,INV_x,OT,ORD,CLA,TIN,concepta_x,CODEX 1,CODEX 2,CODEX 3,CODEX 4,CODEX 5,CODEX 6,CODEX 7,CODEX 8,CODEX 9,REGESTUM_x,LITTERAE_x,CONCEPTUM_x,DECLINATIO,MASC./FEM.,SING./PL.,IDX,CNS,FORMULA,PRAENOMEN,NOMEN,COGNOMEN,SUPERNOMINA,DUDOSOS,OBS,Unnamed: 0,INV_y,CODEX,concepta_y,REGESTUM_y,LITTERAE_y,CONCEPTUM_y,locR,locI,locA,threshold10,threshold20,threshold30,threshold40,threshold50,threshold60,threshold70,threshold80,threshold90
798,798,0,1991,1,,PRO,ATR,3,N/n/=/i,N/n/=/p?,N/n/=/p,Nni,Nnp?,Nnp,Nn,Nnp?,Nnp,i,GRA,P?,,,,Λυττιοϲ,Λυτ(τιοϲ),,,,,,,"CIL, IV, 9485: λύτ(τιος οἱνος) cf. 6472-6483. 7004. MARANGOU-LERAT (1995): voir ci-dessous, P21 et P26. Inscriptions sur l'épaule; encre noire. La [inscription] ""b"" actuellement presque effacée se trouve au milieu de l'épaule. STEFANI (2003) 218: Sull'altro lato restano tracce di un'altra iscrizione, in lettere greche e quasi del tutto scomparsa, di cui Della Corte riporta il seguente aprografo nel CIL...",798,1991,NNlNngPpg,3,i,GRA,P?,1,110,1104,68,66,57,35,20,13,9,5,4
799,799,0,1991,1,,NUL,ATR,3,N/n/=/i,N/n/=/p?,N/n/=/p,Nni,Nnp?,Nnp,Nn,Nnp?,Nnp,n,GRA,N,,,,Μ. Πομ. Τευπωνοϲ,Μ. Πομ(---) / Τευπωνοϲ,,Μ.,Πομ(---) /,Τευπωνοϲ,,,"CIL, IV, 9485: Μ. Πομ(πωνίου? -πηίου?) / Τεύπωνος. Cf. 6472-6483. 7004. MARANGOU-LERAT (1995): voir ci-dessous, P21 et P26. Inscriptions sur l'épaule; encre noire. La [inscription] ""b"" actuellement presque effacée se trouve au milieu de l'épaule. STEFANI (2003) 218: Sull'altro lato restano tracce di un'altra iscrizione, in lettere greche e quasi del tutto scomparsa, di cui Della Corte riporta il seguente aprografo nel CIL... Teypon, forse da intendersi come variante dialettale di Τέρπων.",799,1991,NNlNngPpg,3,n,GRA,N,1,110,1104,68,66,57,35,20,13,9,5,4
800,800,0,1992,0,,NUL,RUB,1,N,N,N,N,N,N,N,N,N,N,LAT,N,D,M,S,Claudio Eulogo,[Clau]dio Eulogo,,,[Clau]dio,Eulogo,,,"CIL, IV, 9486: hoc nomen in casu dativo positum in urceo hic ibidem invento 9418, unde colligi potest in hoc atrio habitasse Claudium Eulogum, cf. Case ed Abit.2 n. 618.",800,1992,NNl,1,N,LAT,N,1,110,11011,16,16,12,9,6,4,4,3,2
801,801,0,1993,1,,NUL,ATR,2,X/N,X/N,X/N,XN,XN,XN,XN,XN,XN,X,LAT,NUM,,,,II {2},II,,,,,,,"CIL, IV, 9487: II (?).",801,1993,NNlXXl,2,X,LAT,NUM,1,18,1812,4,4,3,2,2,2,2,2,2
802,802,0,1993,1,,NUL,ATR,2,X/N,X/N,X/N,XN,XN,XN,XN,XN,XN,N,LAT,N,,M,,Ti. C. P.,Ti. · C. P.,,Ti. ·,C.,P.,,,"CIL, IV, 9487: Ti. C(laudi) P(olybi ?), cf. 5808.",802,1993,NNlXXl,2,N,LAT,N,1,18,1812,4,4,3,2,2,2,2,2,2
803,803,0,1997,0,,NUL,ATR,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,P. M. Clement.,P. M. / Clement.,,P.,M. /,Clement.,,,"CIL, IV, 9490: P. M. / Clement(is).",803,1997,NNl,1,N,LAT,N,1,111,1112,16,16,12,9,6,4,4,3,2
804,804,0,2000,1,,NUL,ATR,4,X&X/N/\n,X&X/N/\n,X&X/N/\n,XXNn,XXNn,XXNn,XXNn,XXNn,XXNn,X,LAT,NUM,,,,l... pondo CXIII {113},l(---) p(ondo) CXIII ·,l(---) p(ondo),,,,,,"CIL, IV, 9493: Pl. CXIII (cf. 6149-6157).",804,2000,NNlXXlXXlNng,4,X,LAT,NUM,1,17,1719,97,95,83,52,31,19,12,7,6
805,805,0,2000,1,,NUL,ATR,4,X&X/N/\n,X&X/N/\n,X&X/N/\n,XXNn,XXNn,XXNn,XXNn,XXNn,XXNn,X,LAT,NUM,,,,pondo XXV {25},p(ondo) XXV (!) ·,p(ondo),,,,,,"CIL, IV, 9493: p. (an tpl?) XXV (cf. 6149-6157).",805,2000,NNlXXlXXlNng,4,X,LAT,NUM,1,17,1719,97,95,83,52,31,19,12,7,6
806,806,0,2000,1,,NUL,ATR,4,X&X/N/\n,X&X/N/\n,X&X/N/\n,XXNn,XXNn,XXNn,XXNn,XXNn,XXNn,I,LAT,I,,,,C. O. R.,C. O. R.,,,,,,,"CIL, IV, 9493: P. Cor(neli, -io) ... (cf. ad 9437).",806,2000,NNlXXlXXlNng,4,I,LAT,I,1,17,1719,97,95,83,52,31,19,12,7,6
807,807,0,2000,1,,NUL,CAR,4,X&X/N/\n,X&X/N/\n,X&X/N/\n,XXNn,XXNn,XXNn,XXNn,XXNn,XXNn,n,GRA,NUM,,,,ΡΠ {180},Ρ^Π,,,,,,,"CIL, IV, 9493: conexus litterarum πρ(?).",807,2000,NNlXXlXXlNng,4,n,GRA,NUM,1,17,1719,97,95,83,52,31,19,12,7,6
808,808,0,2001,0,,NUL,RUB,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,P. C. Hr.,P. C. H^r.,,P.,C.,H^r.,,,"CIL, IV, 9494: eundem virum significare omnes has litteras singulares credo, qui autem sit adhuc non constat, etsi conicias eum e familia Corneliorum fuisse; cf. 2726 et 5599. Corneli Hermerotis nominibus nonnullae amphorae scriptae sunt, ubi autem praenomen non P. sed C. habet.",808,2001,NNl,1,N,LAT,N,3,34,341,16,16,12,9,6,4,4,3,2
809,809,0,2002,0,,NUL,RUB,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,P. C. H.,P. C. H.,,P.,C.,H.,,,"CIL, IV, 9494: eundem virum significare omnes has litteras singulares credo, qui autem sit adhuc non constat, etsi conicias eum e familia Corneliorum fuisse; cf. 2726 et 5599. Corneli Hermerotis nominibus nonnullae amphorae scriptae sunt, ubi autem praenomen non P. sed C. habet.",809,2002,NNl,1,N,LAT,N,3,34,341,16,16,12,9,6,4,4,3,2
810,810,0,2003,1,,NUL,RUB,2,I/\I,I/\N?,I/\N,II,IN?,IN,,N?,N,I,LAT,NUM?,,,,C {100},C,,,,,,,"CIL, IV, 9494: eundem virum significare omnes has litteras singulares credo, qui autem sit adhuc non constat, etsi conicias eum e familia Corneliorum fuisse; cf. 2726 et 5599. Corneli Hermerotis nominibus nonnullae amphorae scriptae sunt, ubi autem praenomen non P. sed C. habet.",810,2003,IIlNNl,2,I,LAT,NUM?,3,34,341,5,5,4,3,2,2,2,2,2
811,811,0,2003,1,,NUL,NIG,2,I/\I,I/\N?,I/\N,II,IN?,IN,,N?,N,I,LAT,I,,,,p--,p--,,,,,,,"CIL, IV, 9494: colore nigro. Eundem virum significare omnes has litteras singulares credo, qui autem sit adhuc non constat, etsi conicias eum e familia Corneliorum fuisse; cf. 2726 et 5599. Corneli Hermerotis nominibus nonnullae amphorae scriptae sunt, ubi autem praenomen non P. sed C. habet.",811,2003,IIlNNl,2,I,LAT,I,3,34,341,5,5,4,3,2,2,2,2,2
812,812,0,2006,1,,NUL,RUB,4,I/N/I/N,I/N/I/N,I/N/I/N,ININ,ININ,ININ,NN,NN,NN,N,LAT,N,N,F,S,Cornelia Sabi...,Cornelia Sabi[---],,,Cornelia,Sabi[---],,,"CIL, IV, 9497: Cornelia Sabi[na].",812,2006,IIlIIlNNlNNl,4,N,LAT,N,1,110,1104,90,88,76,47,27,17,11,7,6
813,813,0,2006,1,,NUL,RUB,4,I/N/I/N,I/N/I/N,I/N/I/N,ININ,ININ,ININ,NN,NN,NN,I,LAT,I,,,,...isco,[---]isco,,,,,,,"CIL, IV, 9497: [.. Pr]isco.",813,2006,IIlIIlNNlNNl,4,I,LAT,I,1,110,1104,90,88,76,47,27,17,11,7,6
814,814,0,2006,1,,NUL,RUB,4,I/N/I/N,I/N/I/N,I/N/I/N,ININ,ININ,ININ,NN,NN,NN,N,LAT,N,,,,C. F.,C. F.,,C.,C. && F.,F.,,,"CIL, IV, 9497: ex altero latere. C. f.",814,2006,IIlIIlNNlNNl,4,N,LAT,N,1,110,1104,90,88,76,47,27,17,11,7,6
815,815,0,2006,1,,NUL,RUB,4,I/N/I/N,I/N/I/N,I/N/I/N,ININ,ININ,ININ,NN,NN,NN,I,LAT,I,,,,M. ... Co.,M. [1] Co.,,,,,,,"CIL, IV, 9497: ex altero latere. M. [.]. Co.",815,2006,IIlIIlNNlNNl,4,I,LAT,I,1,110,1104,90,88,76,47,27,17,11,7,6
816,816,0,2013,0,,NUL,NIG,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,C. C. M.,C. C. M.,,C.,C.,M.,,,"CIL, IV, 9504: colore nigro. Cf. 5990. 9505.",816,2013,NNl,1,N,LAT,N,1,17,1715,16,16,12,9,6,4,4,3,2
817,817,0,2014,1,,NUL,CAR,2,N/I,N/I,N/I,NI,NI,NI,N,N,N,N,LAT,N,,M,,C. C. M.,C. C. M.,,C.,C.,M.,,,"CIL, IV, 9505: cf. 9504.",817,2014,IIlNNl,2,N,LAT,N,1,17,1718,5,5,4,3,2,2,2,2,2
818,818,0,2014,1,,NUL,CAR,2,N/I,N/I,N/I,NI,NI,NI,N,N,N,I,LAT,I,,,,Ev. && Eu.,Ev. && Eu.,,,,,,,"CIL, IV, 9505: sub ansa.",818,2014,IIlNNl,2,I,LAT,I,1,17,1718,5,5,4,3,2,2,2,2,2
819,819,0,2016,0,,NUL,NIG,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,M. C. N.,M. C. N.,,M.,C.,N.,,,"CIL, IV, 9507: colore nigro. Cf. 6087sq. (in indicibus nominum et cognominum sub M. C. N. n. 495 delendus est, cf. p. 194).",819,2016,NNl,1,N,LAT,N,1,18,180,16,16,12,9,6,4,4,3,2
820,820,0,2017,1,,NUL,ATR,3,I/N/I,X?/N/I,X/N/I,INI,X?NI,XNI,N,X?N,XN,I,LAT,I,,,,...imum f...,[-5-]imum f[-2-],,,,,,,"CIL, IV, 9508: scriptum vidi. gar(um) (?) opimum (?) fer / ... (?).",820,2017,IIlNNlXXl,3,I,LAT,I,1,18,187,73,71,62,39,22,14,10,6,5
821,821,0,2017,1,,NUL,ATR,3,I/N/I,X?/N/I,X/N/I,INI,X?NI,XNI,N,X?N,XN,I,LAT,NUM?,,,,L {50},L,,,,,,,"CIL, IV, 9508: scriptum vidi. L.",821,2017,IIlNNlXXl,3,I,LAT,NUM?,1,18,187,73,71,62,39,22,14,10,6,5
822,822,0,2017,1,,NUL,ATR,3,I/N/I,X?/N/I,X/N/I,INI,X?NI,XNI,N,X?N,XN,N,LAT,N,,M,,M. C. N.,M. C. N.,,M.,C.,N.,,,"CIL, IV, 9508: scriptum vidi.",822,2017,IIlNNlXXl,3,N,LAT,N,1,18,187,73,71,62,39,22,14,10,6,5
823,823,0,2021,1,,NUL,NIG,2,N/N,N/N,N/N,NN,NN,NN,NN,NN,NN,N,LAT,N,,M,,C. T. T. C.,C. T. T. C.,,C.,T.,T.,C.,,"CIL, IV, 9511: colore nigro. C. Ti. (?). C (?).",823,2021,NNlNNl,2,N,LAT,N,1,18,180,2,2,2,2,2,2,2,2,2
824,824,0,2021,1,,NUL,NIG,2,N/N,N/N,N/N,NN,NN,NN,NN,NN,NN,N,LAT,N,,M,,T. C. T. && P. C. T.,T. C. T. && P. C. T.,,T. && P.,C.,T.,,,"CIL, IV, 9511: colore nigro. P. C. T.",824,2021,NNlNNl,2,N,LAT,N,1,18,180,2,2,2,2,2,2,2,2,2
825,825,0,2023,0,,NUL,NIG,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,,,C. D.,C. · D. ·,,C. ·,C. · && D. ·,D. ·,,,"CIL, IV, 9514: colore nigro.",825,2023,NNl,1,N,LAT,N,1,18,1814,16,16,12,9,6,4,4,3,2
826,826,0,2024,0,,NUL,NIG,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,,,C. De.,C. · De.,,C. ·,C. · &&  De.,De.,,,"CIL, IV, 9515: colore nigro.",826,2024,NNl,1,N,LAT,N,1,17,1715,16,16,12,9,6,4,4,3,2
827,827,0,2037,1,,NUL,RUB,3,N//\I/I,N//\I/I,N//\I/I,NII,NII,NII,N,N,N,N,LAT,N,G,M,S,Fortunati,[F]ortuna[ti],,,,[F]ortuna[ti],,,"CIL, IV, 9524: ab uno latere.",827,2037,IIlIIlNNl,3,N,LAT,N,extra moe0ia,extra moe0ia0,extra moe0ia00,75,73,64,39,22,14,10,6,5
828,828,0,2037,1,,NUL,NIG,3,N//\I/I,N//\I/I,N//\I/I,NII,NII,NII,N,N,N,I,LAT,I,,,,in...,in[---],,,,,,,"CIL, IV, 9524: ab altero, colore nigro. Non expedivi.",828,2037,IIlIIlNNl,3,I,LAT,I,extra moe0ia,extra moe0ia0,extra moe0ia00,75,73,64,39,22,14,10,6,5
829,829,0,2037,1,,NUL,NIG,3,N//\I/I,N//\I/I,N//\I/I,NII,NII,NII,N,N,N,I,LAT,I,,,,nx,nx,,,,,,,"CIL, IV, 9524: ab altero, colore nigro. Non expedivi.",829,2037,IIlIIlNNl,3,I,LAT,I,extra moe0ia,extra moe0ia0,extra moe0ia00,75,73,64,39,22,14,10,6,5
830,830,0,2070,0,,NUL,NIG,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,,,in usum L. L. ...,in usu[m] / L. L. [-],in usu[m] /,L.,L.,[-],,,"CIL, IV, 9549: colore nigro. Cf. 9342.",830,2070,NNl,1,N,LAT,N,1,110,1104,16,16,12,9,6,4,4,3,2
831,831,0,2071,0,,NUL,RUB,1,I,I,I,I,I,I,,,,I,LAT,I,,,,Mag. && M. A. G.,M^ag. && M.^A. G.,,,,,,,"CIL, IV, 9550: Mag(oni?), cf. 1827, vel Mag(ii), cf. e. gr. 3871. 4959.",831,2071,IIl,1,I,LAT,I,1,18,1815,23,21,16,11,6,4,4,3,2
832,832,0,2074,1,,NUL,ATR,2,X/I,X/N?,X/N,XI,XN?,XN,X,XN?,XN,X,LAT,NUM,,,,III {3},III,,,,,,,\N,832,2074,NNlXXl,2,X,LAT,NUM,2,25,253,4,4,3,2,2,2,2,2,2
833,833,0,2074,1,,NUL,ATR,2,X/I,X/N?,X/N,XI,XN?,XN,X,XN?,XN,I,LAT,N?,,,,Minuc.,Minuc.,,,Minuc.,Minuc.,,,"CIL, IV, 9553: Minuc(i).",833,2074,NNlXXl,2,I,LAT,N?,2,25,253,4,4,3,2,2,2,2,2,2
834,834,0,2076,0,,NUL,INC,1,I,I,I,I,I,I,,,,I,LAT,N?,,,,Minuc.,Minuc.,,,Minuc.,Minuc.,,,"CIL, IV, 9555: Minuc(i).",834,2076,IIl,1,I,LAT,N?,1,18,1810,23,21,16,11,6,4,4,3,2
835,835,0,2082,1,,NUL,ATR,2,I/i,N?/i,N/i,Ii,N?i,Ni,,N?,N,I,LAT,N?,,M,,M. M. C. && MMC {2100},M. M. C. && MMC,,M.,M.,C.,,,\N,835,2082,NNlIig,2,I,LAT,N?,1,18,182,33,31,24,15,9,6,5,3,2
836,836,0,2082,1,,NUL,ATR,2,I/i,N?/i,N/i,Ii,N?i,Ni,,N?,N,i,GRA,I,,,,διϲευ ςειτ,διϲευ ςειτ,,,,διϲευ ςειτ,,,"CIL, IV, 9561: non expedivi.",836,2082,NNlIig,2,i,GRA,I,1,18,182,33,31,24,15,9,6,5,3,2
837,837,0,2084,1,,NUL,ATR,2,I/I,N?/I,N/I,II,N?I,NI,,N?,N,I,LAT,I,,,,k...,k[---],,,,,,,"CIL, IV, 9563: litteris minutis. Non expedivi. Perierunt apographa in charta lucida exarata, dedi e commentariolo meo n. 51.",837,2084,IIlNNl,2,I,LAT,I,1,18,1810,5,5,4,3,2,2,2,2,2
838,838,0,2084,1,,NUL,ATR,2,I/I,N?/I,N/I,II,N?I,NI,,N?,N,I,LAT,N?,,M,,M. M. C. && MMC {2100},M. M. C. && MMC,,M.,M.,C.,,,"CIL, IV, 9563: litteris minutis. Perierunt apographa in charta lucida exarata, dedi e commentariolo meo n. 51.",838,2084,IIlNNl,2,I,LAT,N?,1,18,1810,5,5,4,3,2,2,2,2,2
839,839,0,2085,1,,NUL,ATR,2,I/\I,N?/\I,N/\I,II,N?I,NI,,N?,N,I,LAT,N?,,M,,M. M. C. && MMC {2100},M. M. C. && MMC,,M.,M.,C.,,,"CIL, IV, 9563: litteris minutis. Perierunt apographa in charta lucida exarata, dedi e commentariolo meo n. 51.",839,2085,IIlNNl,2,I,LAT,N?,1,18,1810,5,5,4,3,2,2,2,2,2
840,840,0,2085,1,,NUL,VIR,2,I/\I,N?/\I,N/\I,II,N?I,NI,,N?,N,I,LAT,I,,,,umu,u^m^u,,,,,,,"CIL, IV, 9563: litteris minutis. Lapide viridi. Non expedivi. Perierunt apographa in charta lucida exarata, dedi e commentariolo meo n. 51.",840,2085,IIlNNl,2,I,LAT,I,1,18,1810,5,5,4,3,2,2,2,2,2
841,841,0,2091,1,,NUL,NIG,2,.../I,.../I,.../I,...I,...I,...I,,,,...,\N,...,,,,...,[---],,,,,,,"CIL, IV, 9569: colore nigro. Periit linea I.",841,2091,...IIl,2,...,\N,...,1,18,182,11,11,8,6,4,3,3,2,2
842,842,0,2091,1,,NUL,NIG,2,.../I,.../I,.../I,...I,...I,...I,,,,I,LAT,I,,,,Neu...us,Neu[-]us,,,,,,,"CIL, IV, 9569: colore nigro. Nev (vel Neu) lus. Fuitne Ned(ymi?) L. V. S. ?",842,2091,...IIl,2,I,LAT,I,1,18,182,11,11,8,6,4,3,3,2,2
843,843,0,2101,0,,NUL,ATR,1,I,I,I,I,I,I,,,,I,LAT,I,,,,Phy. && P. H. Y.,Phy. && P. H. Y.,,,,,,,"CIL, IV, 9579: Phy(...?).",843,2101,IIl,1,I,LAT,I,1,16,160,23,21,16,11,6,4,4,3,2
844,844,0,2114,1,,NUL,NIG,2,I/\N,N?/\N,N/\N,IN,N?N,NN,N,N?N,NN,N,LAT,N,,M,,L. R. S. procuratoris XX {20} (vicesimae) libertatis,L. · R. · S. proc(uratoris) XX · lib(ertatis),proc(uratoris) XX · lib(ertatis),L. ·,R. ·,S.,,,"CIL, IV, 9592: ab altero latere, colore nigro. Sed qualis fuerit ille procurator, qui Pompeis primum innotuit, non constat.",844,2114,NNlNNl,2,N,LAT,N,3,34,340,2,2,2,2,2,2,2,2,2
845,845,0,2114,1,,NUL,RUB,2,I/\N,N?/\N,N/\N,IN,N?N,NN,N,N?N,NN,I,LAT,N?,,,,Λεχ.,Λεχ(---),,,,Λεχ(---),,,"CIL, IV, 9592: λεχ.",845,2114,NNlNNl,2,I,LAT,N?,3,34,340,2,2,2,2,2,2,2,2,2
846,846,0,2125,0,,NUL,NIG,1,N,N,N,N,N,N,N,N,N,N,LAT,N,G,M,S,Stephani,Stephani,,,,Stephani,,,"CIL, IV, 9602: colore nigro.",846,2125,NNl,1,N,LAT,N,1,18,1818,16,16,12,9,6,4,4,3,2
847,847,0,2145,1,,NUL,NIG,2,N/\N,N/\N,N/\N,NN,NN,NN,NN,NN,NN,N,LAT,N,G,M,S,L. Vetuti Placidi,[L.] · V^etuti / Placidi,,[L.] ·,V^etuti /,Placidi,,,"CIL, IV, 9614: colore nigro. Fuitne hoc rectum nomen huius cauponis? Tituli picti 7280. 7284 ei tribuunt nomen gentile Betutium vel Betitium, cum quibus congruunt amphorae 9615 et 9616. Cf. etiam W. Schulze Zur Geschichte d. lat. Eigennomen 1904, p. 110.",847,2145,NNlNNl,2,N,LAT,N,1,18,180,2,2,2,2,2,2,2,2,2
848,848,0,2145,1,,NUL,RUB,2,N/\N,N/\N,N/\N,NN,NN,NN,NN,NN,NN,N,LAT,N,,M,,M. R. G.,M. R. G.,,M.,R.,G.,,,\N,848,2145,NNlNNl,2,N,LAT,N,1,18,180,2,2,2,2,2,2,2,2,2
849,849,0,2146,0,,NUL,NIG,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,L. B. P.,L. · B. · P.,,L. ·,B. ·,P.,,,"CIL, IV, 9615: colore nigro. L. B(etiti) P(lacidi) litteras singulares solvendas esse credo, cf. 9614. Amisso apographo dedi e commentariolo meo n. 51.",849,2146,NNl,1,N,LAT,N,1,18,180,16,16,12,9,6,4,4,3,2
850,850,0,2147,0,,NUL,RUB,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,,,L. B.,L. B.,,L. B.,L. && B.,L. B.,,,"CIL, IV, 9616: L. B(etiti) vel B(etitio), cf. 9616.",850,2147,NNl,1,N,LAT,N,1,18,180,16,16,12,9,6,4,4,3,2
851,851,0,2161,1,,NUL,ATR,2,i/i,i/x?,i/x,Ii,ix?,ix,,x?,x,i,GRA,I,,,,ruηu...,ruηu[-],,,,,,,"CIL, IV, 9630: non expedivi.",851,2161,IigXxg,2,i,GRA,I,1,18,180,39,37,30,19,11,7,5,3,2
852,852,0,2161,1,,NUL,ATR,2,I/i,I/x?,I/x,Ii,ix?,ix,,x?,x,i,GRA,NUM?,,,,η...,η[---],,,,η[---],,,"CIL, IV, 9630: non expedivi.",852,2161,IigXxg,2,i,GRA,NUM?,1,18,180,39,37,30,19,11,7,5,3,2
853,853,0,2163,1,,NUL,NIG,2,i/i,i/n?,i/n,ii,in?,in,,n?,n,i,GRA,N?,,,,βηωποϲ,βηωπο[ϲ],,,,βηωπο[ϲ],,,"CIL, IV, 9632: colore nigro. Fortasse βρῶμος agnosci potest, quod apud Aratum 1028 idem valet ac βρῶσις.",853,2163,IigNng,2,i,GRA,N?,1,18,180,38,36,29,18,11,7,5,3,2
854,854,0,2163,1,,NUL,NIG,2,i/i,i/n?,i/n,ii,in?,in,,n?,n,i,GRA,I,,,,τυμου,τυμου,,,,τυμου,,,"CIL, IV, 9632: colore nigro. Estne scriptum τύμου pro θύμου? Cf. 5741 mel thim(inum).",854,2163,IigNng,2,i,GRA,I,1,18,180,38,36,29,18,11,7,5,3,2
855,855,0,2164,1,,NUL,NIG,2,i/i,i/n?,i/n,ii,in?,in,,n?,n,i,GRA,N?,,,,βηωποϲ,βηωπο[ϲ],,,,βηωπο[ϲ],,,"CIL, IV, 9632: colore nigro. Fortasse βρῶμος agnosci potest, quod apud Aratum 1028 idem valet ac βρῶσις.",855,2164,IigNng,2,i,GRA,N?,1,18,180,38,36,29,18,11,7,5,3,2
856,856,0,2164,1,,NUL,NIG,2,i/i,i/n?,i/n,ii,in?,in,,n?,n,i,GRA,I,,,,τυμου,τυμου,,,,τυμου,,,"CIL, IV, 9632: colore nigro. Estne scriptum τύμου pro θύμου? Cf. 5741 mel thim(inum).",856,2164,IigNng,2,i,GRA,I,1,18,180,38,36,29,18,11,7,5,3,2
857,857,0,2165,1,,NUL,NIG,2,X/N,X/N,X/N,XN,XN,XN,XN,XN,XN,N,LAT,N,,M,,Ap. M. T.,Ap. · M. T. ·,,Ap. ·,M.,T. ·,,,"CIL, IV, 9633: litteris minutis, colore nigro. ap. mt.",857,2165,NNlXXl,2,N,LAT,N,1,16,162,4,4,3,2,2,2,2,2,2
858,858,0,2165,1,,NUL,NIG,2,X/N,X/N,X/N,XN,XN,XN,XN,XN,XN,X,LAT,NUM,,,,II {2},II,,,,,,,"CIL, IV, 9633: litteris minutis, colore nigro. II.",858,2165,NNlXXl,2,X,LAT,NUM,1,16,162,4,4,3,2,2,2,2,2,2
859,859,0,2171,0,,NUL,RUB,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,,,T. B.,T. B.,,T.,T. && B.,B.,,,"CIL, IV, 9639: B vel Tb similive aliquod.",859,2171,NNl,1,N,LAT,N,1,17,1719,16,16,12,9,6,4,4,3,2
860,860,0,2177,1,,NUL,RUB,2,i/\i,x?/\x?,x/\x,ii,x?x?,xx,,x?x?,xx,i,GRA,NUM?,,,,Α {1},Α,a(nnorum),,,Α,,,"CIL, IV, 9646: in ventre. A.",860,2177,XxgXxg,2,i,GRA,NUM?,1,18,180,27,25,19,13,8,5,5,3,2
861,861,0,2177,1,,NUL,NIG,2,i/\i,x?/\x?,x/\x,ii,x?x?,xx,,x?x?,xx,i,GRA,NUM?,,,,ΗϘ {98},ΗϘ,,,,ΗϘ,,,"CIL, IV, 9646: in collo, colore nigro. Hi(?).",861,2177,XxgXxg,2,i,GRA,NUM?,1,18,180,27,25,19,13,8,5,5,3,2
862,862,0,2195,0,,NUL,RUB,1,I,I,I,I,I,I,,,,I,LAT,I,,,,S.,S.,,,,,,,\N,862,2195,IIl,1,I,LAT,I,1,110,1108,23,21,16,11,6,4,4,3,2
863,863,0,2200,0,,NUL,ATR,1,I,I,I,I,I,I,,,,I,LAT,I,,,,...i...ot,[-]i[-]ot',,,,,,,"CIL, IV, 9661: sub ansa vidi. Non expedivi.",863,2200,IIl,1,I,LAT,I,3,31,311,23,21,16,11,6,4,4,3,2
864,864,0,2210,0,,NUL,NIG,1,X,X,X,X,X,X,X,X,X,X,LAT,NUM,,,,LIIII {54},LIIII,,,,,,,"CIL, IV, 9671: colore nigro.",864,2210,XXl,1,X,LAT,NUM,1,18,1815,24,22,17,11,6,4,4,3,2
865,865,0,2218,1,,NUL,INC,2,I/C,I/C,I/C,IC,IC,IC,C,C,C,I,LAT,I,,,,L. V. F.,L. V.^F.,,,,,,,"CIL, IV, 10261: L. V. F. (aut luf).",865,2218,CClIIl,2,I,LAT,I,2,21,219,12,12,8,6,4,3,3,2,2
866,866,0,2218,1,,COS,INC,2,I/C,I/C,I/C,IC,IC,IC,C,C,C,C,LAT,C,,,,Nerone II consule {a. 57},Ner(one) II co(n)s(ule),,,,,,,"CIL, IV, 10261: Ner(one) II co(n)s(ule) (?). Est anni 57 p. Chr. n., lineam alteram si recte legi.",866,2218,CClIIl,2,C,LAT,C,2,21,219,12,12,8,6,4,3,3,2,2
867,867,0,2225,0,,PRO,NIG,1,P/=,P/=,P/=,P,P,P,P,P,P,P,LAT,P,,,,gari flos,g'ari · / f'l'os',,,,,,,"CIL, IV, 10268: colore nigro.",867,2225,PPl,1,P,LAT,P,2,21,219,21,20,15,10,6,4,4,3,2
868,868,0,2229,0,,NUL,NIG,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,Gn. F. Gem.,Gn. · F. · Gem. ·,,Gn. ·,F. ·,Gem. ·,,,"CIL, IV, 10272: colore nigro. Gari f(los) gem(inus?). Cf. inscriptiones 9392a, cuius verbum primum nunc recte legi potest gari, et 10273a.",868,2229,NNl,1,N,LAT,N,2,21,216,16,16,12,9,6,4,4,3,2
869,869,0,2230,1,,NUL,NIG,4,N/.../N/N,N/.../N/N,N/.../N/N,N...NN,N...NN,N...NN,NNN,NNN,NNN,N,LAT,N,D,M,S,Pedio Leontiano,Pedio Leontia(no),,,Pedio,Leontia(no),,,"CIL, IV, 10273: colore nigro. Sub ansa. Pedio Leontio.",869,2230,...NNlNNlNNl,4,N,LAT,N,1,19,1912,88,86,74,46,26,17,11,7,6
870,870,0,2230,1,,NUL,NIG,4,N/.../N/N,N/.../N/N,N/.../N/N,N...NN,N...NN,N...NN,NNN,NNN,NNN,...,\N,...,,,,...,[---],,,,,,,"CIL, IV, 10273: colore nigro. In humero.",870,2230,...NNlNNlNNl,4,...,\N,...,1,19,1912,88,86,74,46,26,17,11,7,6
